10001,5,975.9662207418809
10001,1055,954.6966615076037
10001,1093,888.4333197010817
10001,1094,679.3466681359434
10001,1133,821.7682204033999
10001,1134,745.8583338055936
10001,1172,933.658621131343
10001,1173,1026.7298316750205
10001,1486,961.580060013612
10001,1487,952.6390563474046
10001,1526,690.8904488072803
10001,1527,867.5218119462378
10001,1565,662.8076273529477
10001,1566,955.5733085514935
10002,375,954.2017321728827
10002,415,582.7611677804044
10002,453,1079.3476656011271
10002,454,664.2907185899494
10002,494,1032.2370703036217
10002,886,782.9061621869148
10002,924,930.1370167605676
10002,925,606.5247418660758
10002,964,1020.2473014894463
10002,965,838.6467419952619
10003,295,804.4130636166437
10003,296,927.293025256844
10003,335,652.3948362010483
10003,336,908.1672607099189
10003,374,939.6342420504783
10003,844,782.898480757519
10003,845,900.754813177741
10003,884,659.4354554175678
10003,885,922.7959475850028
10003,923,1046.776820626394
10004,11,552.6331828725716
10004,49,1081.2039218332593
10004,50,556.8702140272889
10004,89,989.8976353189001
10004,90,582.9950466192045
10004,128,901.3325339911296
10004,129,621.1432631042795
10004,168,838.4540445805657
10004,169,682.4234936397303
10004,207,843.9212868048502
10004,208,789.295567577372
10004,247,959.6798355306152
10004,248,961.3903204814399
10004,1492,953.6465711311546
10004,1532,731.8464680198796
10004,1533,1085.6094123328326
10004,1571,600.7124120341223
10004,1572,1063.3762401893407
10005,10,904.7991896289983
10005,11,632.680153811972
10005,49,823.2243840612414
10005,50,706.0564315232789
10005,89,736.0550568920364
10005,90,777.7705140451288
10005,128,656.6542707050938
10005,129,848.6222337324629
10005,168,626.3451722628877
10005,169,933.8003087597772
10005,207,703.4090688070073
10005,208,1055.300959075422
10005,247,909.7483056428202
10005,1453,990.884044561795
10005,1492,737.5305181981747
10005,1531,1081.9621961282435
10005,1532,599.8321518604647
10005,1570,985.735437483149
10005,1571,580.272783025724
10006,217,848.568759477264
10006,256,925.0675546613852
10006,257,616.0693030527052
10006,296,1023.9897182056167
10006,843,822.444942847354
10006,883,566.1114266270177
10006,884,1081.9563975555216
10006,922,997.9498947122514
10007,11,663.3509499475862
10007,12,867.3326286401568
10007,50,648.8693699137245
10007,51,994.0575852173047
10007,90,640.3502167445082
10007,129,624.5783468186918
10007,168,995.7428386928425
10007,169,610.2597848260551
10007,207,888.2688229168921
10007,208,629.1170458845057
10007,247,862.9920413906124
10007,248,724.0288672539061
10007,286,978.3187245238352
10007,287,918.2742472432581
10007,1492,1051.4518535772236
10007,1493,980.6941175155778
10007,1532,838.6313894926014
10007,1533,803.9538308026114
10007,1571,714.9997966348114
10007,1572,781.1864442607481
10008,18,908.1839756125083
10008,56,949.3850390787229
10008,57,595.77911622885
10008,97,989.1435213988533
10008,682,891.7708620771053
10008,683,828.2770629711156
10008,722,770.6973167469889
10008,723,833.9243501573111
10009,1054,873.5464067088913
10009,1093,594.7705446525273
10009,1094,1061.8240248737293
10009,1133,586.5471349454267
10009,1172,777.5546590480196
10009,1212,1008.8660435843876
10009,1369,1086.1574729475647
10009,1407,1084.512759789727
10009,1408,994.3618462661761
10009,1447,825.8554956358581
10009,1448,914.5605070548398
10009,1486,630.1598971157107
10009,1487,904.1677587617792
10009,1526,668.0789216387172
10009,1527,1022.92520149431
10009,1565,981.3540264691331
10010,335,882.7138185844145
10010,374,569.2046826848936
10010,375,1072.7836904805408
10010,414,669.9074791488807
10010,453,1002.675330796598
10010,806,926.2969305838634
10010,807,1045.2632787373177
10010,845,625.6510114439809
10010,846,956.2958546369274
10010,885,667.5296203007407
10010,886,1075.0458382444717
10010,924,1080.4707376712233
10011,11,813.1397598344807
10011,12,912.5353204602106
10011,50,830.1056832900148
10011,90,833.8843882650215
10011,129,813.8084326704286
10011,168,1029.2753731120895
10011,169,775.9495189516372
10011,207,847.459094650602
10011,208,745.8830141466187
10011,247,719.4564637650899
10011,248,770.2510861164011
10011,286,749.8702146088248
10011,287,896.606469788271
10011,326,984.9521930484934
10011,1454,1042.668611148614
10011,1492,1020.279624312547
10011,1493,748.673537405471
10011,1532,868.0425224311359
10011,1533,648.1844581799368
10011,1571,811.4306730516274
10011,1572,739.3425877422279
10012,91,1016.0397474503243
10012,129,1068.5769872856229
10012,130,988.3387476665297
10012,169,1075.8033183528498
10012,170,1007.8488452316776
