0,0,0,-0.07938015837909068,-100.66289768573021,550
1,0,1,7.1123809968927665,-95.2040329161376,550
2,0,2,14.239714131652336,-89.57043141700855,550
3,0,3,21.2274373460032,-83.57117574066288,550
4,0,4,27.982837652151606,-76.9835197578881,550
5,0,5,34.383339621478854,-69.53827888330488,550
6,0,6,40.26034515696506,-60.91488501840781,550
7,0,7,45.38097895885864,-50.76943472339217,550
8,0,8,49.43809425037329,-38.841783168245115,550
9,0,9,52.0752781002394,-25.183460715159782,550
10,0,10,52.98067090114337,-10.412375795327026,550
11,0,11,52.02915041767972,4.338408521631985,550
12,0,12,49.355196244416845,17.94605908192546,550
13,0,13,45.27538081919566,29.812491651541695,550
14,0,14,40.146110243096594,39.900445414124164,550
15,0,15,34.272294405952785,48.47543372837335,550
16,0,16,27.88416190921243,55.881445411458614,550
17,0,17,21.147956142179055,62.43719075043108,550
18,0,18,14.184215429551399,68.40972672674367,550
19,0,19,7.083916610413562,74.01985286569538,550
20,0,20,-0.07933461489114844,79.45678589786309,550
21,0,21,-7.239924534359,84.89410825081347,550
22,0,22,-14.332342595855112,90.50535454078907,550
23,0,23,-21.28319388774531,96.4794546304216,550
24,0,24,-28.001917785598035,103.03662064874142,550
25,0,25,-34.36861714872289,110.4426972186238,550
26,0,26,-40.21818922940774,119.01425677790964,550
27,0,27,-45.32219835086151,129.09161350199483,550
28,0,28,-49.378743321580465,140.93559865490383,550
29,0,29,-52.03562543701289,154.5056272525884,550
30,0,30,-52.98067431623795,169.20702204477223,550
31,0,31,-52.08143210068158,-176.0714851040401,550
32,0,32,-49.46111198787623,-162.4512136348209,550
33,0,33,-45.42721592444504,-150.54642613792046,550
34,0,34,-40.3319016338047,-140.41183242859057,550
35,0,35,-34.479273043466264,-131.79202441300777,550
36,0,36,-28.10033398134875,-124.34674938747868,550
37,0,37,-21.362564100995442,-117.7577068763024,550
38,0,38,-14.38784129795605,-111.75688025644762,550
39,0,39,-7.268460210937667,-106.12215860629469,550
40,1,0,3.5202679722803474,-88.94417820219925,550
41,1,1,10.688510951960533,-83.42045395624821,550
42,1,2,17.756283983383945,-77.6294985590204,550
43,1,3,24.64096611014235,-71.36649512787469,550
44,1,4,31.23669196142149,-64.3870116829838,550
45,1,5,37.40012489484677,-56.395523014434204,550
46,1,6,42.93269765086757,-47.052695078975944,550
47,1,7,47.56430356856657,-36.03591072135261,550
48,1,8,50.95634285002957,-23.205531846625178,550
49,1,9,52.75820480968688,-8.873914104595736,550
50,1,10,52.73448356269943,6.04388925502442,550
51,1,11,50.89023344905302,20.33769763112961,550
52,1,12,47.46821646732283,33.10976547336535,550
53,1,13,42.82113675605917,44.06602410965861,550
54,1,14,37.28617684892344,53.35566536204999,550
55,1,15,31.130844519853802,61.30350229161402,550
56,1,16,24.5511679055769,68.24768731887428,550
57,1,17,17.688308233216688,74.4816282951016,550
58,1,18,10.646248302697433,80.24771497356139,550
59,1,19,3.5059685443661026,85.74893374619725,550
60,1,20,-3.663963199586368,91.16472734288377,550
61,1,21,-10.79895937970787,96.66673158727417,550
62,1,22,-17.830596441553684,102.43420479413547,550
63,1,23,-24.67821113168643,108.66975086481774,550
64,1,24,-31.238314131349366,115.61487162799429,550
65,1,25,-37.3706423832944,123.56138691595393,550
66,1,26,-42.88054574145994,132.84454290372838,550
67,1,27,-47.502910413211914,143.78488036906634,550
68,1,28,-50.90417386514902,156.52704905821037,550
69,1,29,-52.736180864708174,170.77633996885268,550
70,1,30,-52.759734772060966,-174.3570803016102,550
71,1,31,-50.96983930382952,-160.07033263355953,550
72,1,32,-47.59842719365996,-147.2703122421455,550
73,1,33,-42.991539730567226,-136.26977348946306,550
74,1,34,-37.484125976354164,-126.93362889410764,550
75,1,35,-31.34384396912065,-118.94356432000001,550
76,1,36,-24.767823213596998,-111.96315879957118,550
77,1,37,-17.89852096530217,-105.698570764538,550
78,1,38,-10.84126301010599,-99.90622200871952,550
79,1,39,-3.678351419959823,-94.38171229101391,550
80,2,0,-0.07938015837909068,-82.66289718483458,550
81,2,1,7.1123809968927665,-77.20403241524197,550
82,2,2,14.239714131652336,-71.57043091611293,550
83,2,3,21.2274373460032,-65.57117523976724,550
84,2,4,27.982837652151606,-58.98351925699247,550
85,2,5,34.383339621478854,-51.538274967314656,550
86,2,6,40.26034515696506,-42.91488793260676,550
87,2,7,45.38097895885864,-32.76943422249654,550
88,2,8,49.43809425037329,-20.841782667349477,550
89,2,9,52.0752781002394,-7.183460214264151,550
90,2,10,52.98067090114337,7.587624705568608,550
91,2,11,52.02915041767972,22.338408595640797,550
92,2,12,49.355196244416845,35.94605958282109,550
93,2,13,45.27538081919566,47.81249215243733,550
94,2,14,40.146110243096594,57.900449330114384,550
95,2,15,34.272294405952785,66.47543764436357,550
96,2,16,27.88416190921243,73.88144591235425,550
97,2,17,21.147956142179055,80.43719125132671,550
98,2,18,14.184215429551399,86.40972722763931,550
99,2,19,7.083916610413562,92.01985336659102,550
100,2,20,-0.07933461489114844,97.45678639875872,550
101,2,21,-7.239924534359,102.89410875170911,550
102,2,22,-14.332342595855112,108.50535504168471,550
103,2,23,-21.28319388774531,114.47945513131722,550
104,2,24,-28.001917785598035,121.03662114963706,550
105,2,25,-34.36861714872289,128.4427045497086,550
106,2,26,-40.21818922940774,137.0142504486161,550
107,2,27,-45.32219835086151,147.09162083307965,550
108,2,28,-49.378743321580465,158.9355923256103,550
109,2,29,-52.03562543701289,172.5056345836732,550
110,2,30,-52.98067431623795,-172.7929669816773,550
111,2,31,-52.08143210068158,-158.07149143333365,550
112,2,32,-49.46111198787623,-144.45120630373611,550
113,2,33,-45.42721592444504,-132.54641880683567,550
114,2,34,-40.3319016338047,-122.41182509750577,550
115,2,35,-34.479273043466264,-113.79201708192295,550
116,2,36,-28.10033398134875,-106.34675571677221,550
117,2,37,-21.362564100995442,-99.75769954521759,550
118,2,38,-14.38784129795605,-93.75687975555198,550
119,2,39,-7.268460210937667,-88.12215810539905,550
120,3,0,3.5202679722803474,-70.94417770130362,550
121,3,1,10.688510951960533,-65.42045345535257,550
122,3,2,17.756283983383945,-59.62949805812477,550
123,3,3,24.64096611014235,-53.36649462697905,550
124,3,4,31.23669196142149,-46.38700776699357,550
125,3,5,37.40012489484677,-38.39552251353857,550
126,3,6,42.93269765086757,-29.052694578080306,550
127,3,7,47.56430356856657,-18.035908512909682,550
128,3,8,50.95634285002957,-5.205530918842722,550
129,3,9,52.75820480968688,9.126086396299899,550
130,3,10,52.73448356269943,24.043889755920056,550
131,3,11,50.89023344905302,38.337698132025245,550
132,3,12,47.46821646732283,51.10976597426099,550
133,3,13,42.82113675605917,62.06602461055425,550
134,3,14,37.28617684892344,71.35566927804021,550
135,3,15,31.130844519853802,79.30350279250966,550
136,3,16,24.5511679055769,86.24768781976992,550
137,3,17,17.688308233216688,92.48162879599724,550
138,3,18,10.646248302697433,98.24771547445702,550
139,3,19,3.5059685443661026,103.74893424709289,550
140,3,20,-3.663963199586368,109.16472784377939,550
141,3,21,-10.79895937970787,114.66673208816981,550
142,3,22,-17.830596441553684,120.43419846484193,550
143,3,23,-24.67821113168643,126.66975136571337,550
144,3,24,-31.238314131349366,133.61486529870075,550
145,3,25,-37.3706423832944,141.5613805866604,550
146,3,26,-42.88054574145994,150.84453657443484,550
147,3,27,-47.502910413211914,161.78488770015116,550
148,3,28,-50.90417386514902,174.52705638929515,550
149,3,29,-52.736180864708174,-171.22366271797517,550
150,3,30,-52.759734772060966,-156.35707297052542,550
151,3,31,-50.96983930382952,-142.07033896285307,550
152,3,32,-47.59842719365996,-129.27030491106072,550
153,3,33,-42.991539730567226,-118.26976615837825,550
154,3,34,-37.484125976354164,-108.93362156302284,550
