1133,1249,1856.3888044740863
1249,890,5001.590323077449
890,494,3543.2417547909254
494,850,3430.9368352245147
1486,1169,2930.576966067665
1486,1130,3042.9350504860226
1486,1364,4866.346359709077
1169,810,5001.58933901394
810,374,4071.9600104813003
810,453,3061.9603437644105
810,336,4686.672257219291
1566,49,4497.376455613086
49,1487,4674.620292528689
1173,1531,4103.119372503638
1173,168,4923.72145260322
1130,770,5003.275145946149
770,884,5010.893580864416
884,375,1342.8925998527525
884,335,761.3982984797622
168,128,258.88469996786324
1527,1450,1971.5100773730821
1527,1488,1020.9492012334943
1527,1410,1856.5474022570331
1527,1255,4058.38441473006
1450,209,5001.5904228118225
209,56,4938.180930286632
56,368,3623.283155465464
453,490,3129.035948983956
453,529,3016.9756676052034
1488,129,4804.480479809327
129,1370,5001.590572413381
1364,539,4909.966234967575
539,303,4881.704318574985
303,264,729.5997307117267
264,500,4774.658445841701
1410,170,5003.276429513833
1410,1487,1948.3201994747315
170,529,5001.590223343075
170,169,1087.9147714266874
170,51,465.1764440383116
1134,45,1148.7158199351904
45,322,4900.878424848678
322,361,842.0711647648603
322,1257,479.80452884743187
322,1022,4717.925098513539
361,637,5006.153933219829
637,1303,626.7818979873257
1303,442,4825.206007429808
1303,440,4022.4269327900315
336,375,691.4324946447563
5,1057,1716.1964837138096
1057,317,4818.1719518153
317,83,4894.993510180483
924,885,646.1178549964214
490,130,5003.275830967201
130,208,864.9652477474892
529,335,2868.9428107244057
529,256,3128.4484418808615
375,136,4940.037029376925
51,12,262.0458277641862
136,97,765.8312833465731
97,295,3896.1212409365935
97,843,3132.9084894788193
97,335,4450.634332475923
850,1210,5003.2765292716
1210,1407,1031.631958180457
12,1257,4911.070675783259
964,338,1670.0446103665652
338,223,4630.134814872938
223,1236,426.77748734060145
1236,1158,1759.3202561604353
1236,222,1473.9418874044627
1236,140,5011.328048421559
677,1379,3476.8276132980163
677,520,3097.208461208897
677,482,4325.501777026408
677,521,3826.129558009449
1022,1178,3766.0536095054094
1022,281,3691.952147611108
1022,1218,4459.771942335208
295,58,4547.291103741846
1487,1570,4473.013045559526
1487,128,4986.5669134324435
923,1158,4873.206201664098
58,1422,5005.598778796117
1422,1343,1556.9550244103455
1343,1383,764.6977916897754
1343,1500,3295.210750990901
1533,1379,4603.410014232875
1492,1178,5001.060537805592
247,442,3425.5714187975477
247,1218,4458.667950685314
1453,281,4722.612030770735
922,222,4708.833725114337
217,20,4198.382641683837
20,1383,4943.644960497193
1383,800,4932.301575045034
1571,1291,4948.030163710829
1291,1212,465.9080829195516
1212,1370,724.8294908493249
1493,520,4790.963985920211
57,140,4770.794856091353
18,1500,2660.132912660465
883,800,4772.843076177511
883,19,4903.591758343784
682,600,3821.428705172046
600,1222,4778.382949489081
1222,396,4663.439592274318
396,1184,4981.3036683508235
396,557,4712.337002445258
1447,775,4844.236451594493
775,736,691.4324946447532
736,500,4779.694645883551
1255,440,4658.265718573209
1094,83,2068.56781607758
521,91,4890.622116210657
326,482,3208.127049663959
1274,1388,4895.677733044848
1388,1305,4542.376949043706
1305,1304,1083.1931946055647
225,110,2960.8931528279013
110,469,5004.670740710863
469,356,4991.141834050428
676,1184,1316.3146810401179
19,679,4597.640038997516
679,557,4303.946195779521
